35193118	meshd018487 procedure patient meshd002312 case report surgical septal myectomy prefer treatment alternative patient medically intractable meshd002312 lead transaortic septal myectomy widely perform surgical procedure patient subaortic meshd000402 transapical approach provide alternative surgical alternative less common phenotype meshd006984 long segmental septal meshd006984 report describe case procedure perform achieve result meshd006529 procedure use combine transaortic transapical double approach patient diffuse type meshd002312 meshd000783 mid cavity meshd000402
35248534	antibody fc direct conditional antibody dependent cellular meshd064420 meshd009800 microenvironment ph despite exquisite specificity high affinity antibody base meshd009369 therapy treatment position effect occur since meshd009369 associate antigen target present healthy cell low ncbigene5053 ncbigene5053 meshd009369 microenvironment provide opportunity develop conditionally active antibody enhance meshd009369 specificity direct human igg1 fc area enhance ncbigene5053 ncbigene5053 selective binding receptor ncbigene2214 ncbigene2214 subsequent antibody dependent cellular meshd064420 adcc exhibit fc area surface mammalian cell generate site direct library change fc residue fc ncbigene2214 ncbigene2214 interface support interaction positively level meshd006639 residue use competitive stain period cytometric selection strategy isolate fc form exhibit reduce ncbigene2214 ncbigene2214 affinity neutral ph physiological affinity meshd009369 typical ph 6 5 demonstrate antibody compose ncbigene2187 ncbigene2187 arm binding breast cell epithelial marker ncbigene2064 ncbigene2064 lead fc form term acid fc exhibit 2 fold ph selectivity ncbigene2214 ncbigene2214 binding base ratio equilibrium dissociation constant kd 7 4 kd 6 5 due fast dissociation rate ph 7 4 finally vitro adcc assay human ncbigene2214 ncbigene2214 positive natural killer ncbigene2064 ncbigene2064 positive target cell demonstrate similar activity anti ncbigene2064 ncbigene2064 antibody bearing wild type acid fc ph 6 5 almost 20 fold reduce adcc acid fc ph 7 4 base ec50 ratio work show predict mammalian cell show fc technology feasibility ph selective fc activation provide second dimension selective meshd009369 cell target
35509460	recognition competes hydration anion trigger monolayer formation cyanostar supra amphiphiles aqueous interface trigger self assembly surfactant form layer aqueous interface important produce adaptive nanosystems understand selective ion extraction transformation require molecular recognition underlie aim effect modify local environment mode well understand herein investigate role ion binding ion hydration use cyanosurf compose cyanostar macrocycle binding anion either size match mi match either weakly highly hydrate utilize supra amphiphile concept meshd000838 inding change cyanosurf level amphiphilic complex trigger self system monolayers line wa meshd014867 nterface initially cyanosurf form combine surface complete wa meshd014867 olution weakly hydrate size match hexafluorophosphate pf ncbigene200162 ncbigene200162 pe meshc494474 cl meshc494474 anion add macrocycles form distinct monolayer architecture surface pressure isotherm reveal significant reorganization surface active molecule upon anion binding infrared expression absorption spectroscopy show ion limit complex well order interface vibrational sum frequency generation spectroscopy show wa meshd014867 olecules interfacial region highly order response level monolayer cyanosurf complex consistent importance recognition find small mi match ch meshd002712 oes trigger transformation size match ph meshd010710 h2po4 trigger monolayer formation indicate hydration suppress interfacial binding study reveal anion selective recognition hydration control binding change responsive molecular interface selective binding anion transform macrocycles amphiphiles form monolayers surface water depe meshd014867 upon relative role anion hydration anion recognition
35085439	meshd013455 phosphorus oxyacid radical report computational study small study neutral meshc042345 bisulfate dihydro phosphite dihydro phosphate radical hsox h2pox 3 4 predict limited attention various tautomeric structure together pka value calculate gibbs free energy dissociation g4 cam b3lyp level density functional theory energetics microhydration cluster four meshd014867 molecule base specie 8 meshd014867 molecule base specie investigate number microhydrating meshd014867 molecule need cause spontaneous de protonation found correlate acid effectiveness radical accord compute gibbs free reaction activation energy center radical preferentially add double bond meshc013658 meshd008055 model whereas center radical tautomers prefer abstract potential downstream reaction radical biological sensitive discuss
35497620	enhance antivirus activity chimeric ncbitaxon9615 ncbitaxon9615 interferon ricin subunit use nanoparticle expression despite interferon alpha broad spectrum antiviral activity strong antiproliferative activity application severely limited due intrinsic property protein poor stability short serum half life study canine interferon alpha caifnalpha gene combine ricin toxin range rtb form rcaifnalpha rtb encodes 463 amino acid protein contain 15 amino acid encode g4s 3 flexible linker expression prokaryote purification renaturation meshd064420 antiviral activity rcaifnalpha rtb investigate 9615 9615 cell rcaifnalpha rtb exert superior anti meshd054243 ncbitaxon11276 ncbitaxon11276 activity 9615 cell developed nanoparticle expression rcaifnalpha rtb use meshd011094 meshd011094 electrostatic interaction rcaifnalpha rtb pei10000 stable rcaifnalpha rtb various ph temperature level posse enhance antiviral activity finding facilitate research role type ifn antiviral defense response ncbitaxon9615 ncbitaxon9615 despite interferon alpha broad spectrum antiviral activity strong antiproliferative activity application severely limited due intrinsic property protein poor stability short serum half life
35519722	coordinate capillary infiltration anodic oxidation multi functional strategy electrochemical assembly meshd006108 electrochemical scale gr meshd006108 tands promising alternative exist method scalable gr meshd006108 abrication factor order electrochemical process underlie mechanism complex effectively control scale process far completely make despite many attempt old work herein first time capillary infiltration anodic oxidation dependence temperature found critical determine electrolyte infiltration anodic oxidation process base achieve line sheet dimension thickness lateral size surface chemistry gr meshd006108 facilely control temperature 5 95 four form gr meshd006108 aterials feature small size porosity wa meshd014867 ispersibility large size selectively fabricate electrolyte system different temperature especially low temperature scale result high yield 99 5 small size gr meshd006108 new find electrochemical method find associate mechanism temperature influence capillary infiltration anodic oxidation change understand electrochemical scale make electrochemistry various technique gr meshd006108 abrication coordinate capillarity infiltration anodic oxidation enable electrochemical assembly various graph meshd006108 rial different temperature
34314500	outcome link eligibility stem cell transplantation trial diffuse meshd045743 abstract objective aim study explore outcome cohort dcssc patient action eligibility criterion stem cell transplantation sct study receive standard immunosuppression method large single center dcssc cohort 636 patient identify use publish sct trial inclusion criterion patient match trial exclusion criterion exclude result 227 eligible patient 214 match inclusion criterion astis autologous stem cell transplantation external scleroderma 82 scot scleroderma cyclophosphamide transplantation 185 upside upfront autologous hematopoietic stem cell transplantation v immunosuppressive medicine early diffuse cutaneou meshd045743 66 exclude base age 65 year low diffuse capacitance lung carbon monoxide dlco pulmonar meshd006976 tini meshd003404 ce 40 ml min mean follow time 12 year 7 among eligible patient 103 45 4 die su meshd003643 al 96 2 year 88 5 year 73 10 year 43 20 year compare sct eligible cohort patient exclude sct trial bad long term selection 97 2 year 77 5 year 52 10 year 15 20 year log rate 0 001 exclude patient significantly bad long term event free selection risk death wa meshd003643 patient high age onset risk ratio hr 1 05 0 001 high esr baseline hr 1 01 0 025 male hr 2 12 0 008 conclusion sct inclusion criterion identify patient poor outcome despite current well practice treatment patient match inclusion criterion sct exclude trial age pulmonary hypertension poor kidney function dl meshd006976 omes
35199148	localpdb python package care protein structure annotation abstract need wealth protein structure collect protein data ba ncbigene55024 ncbigene55024 nabled large scale study function development study require generation customize datasets combine structural data miscellaneous accessory resource provide functional taxonomic annotation unfortunately functionality currently available tool world datasets limited use frequently require laborious survey various data source purpose inconsistency version result address problem developed localpdb various python library management protein structure annotation library feature flexible plugin system enable seamless unification structural data various supplementary resource full version control powerful functionality produce highly customize datasets localpdb use wide range bioinformatic task specific involve large scale protein structural analysis machine study availability implementation localpdb freely available http github com labstructbioinf localpdb support along use case approach http labstructbioinf github io localpdb
35497384	meshd008476 emerge role cardiac magnetic resonance image diagnosis meshd008476
35495276	direct observation meshc004784 trap mof show efficient removal meshd013455 impurity report adsorptive removal follow measure di meshc004784 dm meshc004784 use meshd008670 rganic model mofs cu2 base mofs surface metal site omss cu3 btc 2 hkust 1 btc 1 3 5 benzenetricarboxylate omss cu2 bdc 2 dabco cu jast 1 bdc 1 4 benzenedicarboxylate dabco 1 4 diazabicyclo 2 2 2 octane investigate removal dms compare performance ag zeolite currently widely use industry hkust 1 exhibit well high adsorption capacitance dms adsorbent confirm find measurement adsorption state dms hkust 1 directly reveal single crystal ray diffraction sxrd analysis situ raman spectroscopy addition show dms take hkust 1 level humid condition omss hkust 1 strongly trap dms ev meshc004784 humid condition directly show situ single crystal ray diffraction raman measurement
