KEGG_GALACTOSE_METABOLISM	M4377	ncbigene231;ncbigene2538;ncbigene2548;ncbigene2582;ncbigene2584;ncbigene2585;ncbigene2592;ncbigene2595;ncbigene2645;ncbigene2683;ncbigene2717;ncbigene2720;ncbigene3098;ncbigene3099;ncbigene3101;ncbigene3906;ncbigene3938;ncbigene5211;ncbigene5213;ncbigene5214;ncbigene5236;ncbigene55276;ncbigene57818;ncbigene7360;ncbigene8704;ncbigene8972
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	M7399	ncbigene10720;ncbigene10941;ncbigene124454;ncbigene1352;ncbigene1355;ncbigene1356;ncbigene1371;ncbigene2058;ncbigene210;ncbigene211;ncbigene212;ncbigene2235;ncbigene2495;ncbigene2990;ncbigene3052;ncbigene3145;ncbigene3162;ncbigene3163;ncbigene326625;ncbigene54490;ncbigene54575;ncbigene54576;ncbigene54577;ncbigene54578;ncbigene54579;ncbigene54600;ncbigene54657;ncbigene54658;ncbigene54659;ncbigene5498;ncbigene644;ncbigene645;ncbigene7363;ncbigene7364;ncbigene7365;ncbigene7366;ncbigene7367;ncbigene7389;ncbigene7390;ncbigene79799;ncbigene94033
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	M4361	ncbigene10991;ncbigene1468;ncbigene23439;ncbigene27165;ncbigene2744;ncbigene2746;ncbigene2747;ncbigene358;ncbigene4190;ncbigene476;ncbigene477;ncbigene478;ncbigene480;ncbigene481;ncbigene482;ncbigene483;ncbigene486;ncbigene5105;ncbigene5106;ncbigene6550;ncbigene760;ncbigene762;ncbigene8671
KEGG_ENDOCYTOSIS	M1519	ncbigene10015;ncbigene10059;ncbigene10193;ncbigene10254;ncbigene10617;ncbigene10938;ncbigene11031;ncbigene11059;ncbigene11267;ncbigene11311;ncbigene116983;ncbigene116984;ncbigene116985;ncbigene116986;ncbigene116987;ncbigene1173;ncbigene1175;ncbigene1211;ncbigene1212;ncbigene1213;ncbigene1234;ncbigene128866;ncbigene131890;ncbigene137492;ncbigene1436;ncbigene153;ncbigene154;ncbigene155;ncbigene155382;ncbigene156;ncbigene157;ncbigene160;ncbigene1601;ncbigene161;ncbigene163;ncbigene1759;ncbigene1785;ncbigene1950;ncbigene1956;ncbigene200576;ncbigene2060;ncbigene2065;ncbigene2066;ncbigene2149;ncbigene2261;ncbigene2263;ncbigene2264;ncbigene22841;ncbigene22905;ncbigene23096;ncbigene2321;ncbigene23327;ncbigene23362;ncbigene23396;ncbigene23527;ncbigene23550;ncbigene23624;ncbigene25978;ncbigene26052;ncbigene26056;ncbigene26119;ncbigene26286;ncbigene27183;ncbigene27243;ncbigene2868;ncbigene2869;ncbigene2870;ncbigene28964;ncbigene29082;ncbigene29924;ncbigene30011;ncbigene30844;ncbigene30845;ncbigene30846;ncbigene3105;ncbigene3106;ncbigene3107;ncbigene3133;ncbigene3134;ncbigene3135;ncbigene3265;ncbigene3303;ncbigene3304;ncbigene3305;ncbigene3306;ncbigene3310;ncbigene3312;ncbigene3480;ncbigene3559;ncbigene3560;ncbigene3561;ncbigene3577;ncbigene3579;ncbigene3791;ncbigene3815;ncbigene382;ncbigene3949;ncbigene408;ncbigene409;ncbigene4193;ncbigene4233;ncbigene440073;ncbigene4734;ncbigene4914;ncbigene50807;ncbigene50855;ncbigene51028;ncbigene51100;ncbigene51160;ncbigene51510;ncbigene51534;ncbigene5156;ncbigene51652;ncbigene5337;ncbigene5338;ncbigene55040;ncbigene55048;ncbigene55616;ncbigene55738;ncbigene5584;ncbigene5590;ncbigene56288;ncbigene5662;ncbigene56904;ncbigene57132;ncbigene57154;ncbigene57403;ncbigene5867;ncbigene5868;ncbigene5869;ncbigene5878;ncbigene5979;ncbigene6011;ncbigene60682;ncbigene64145;ncbigene64411;ncbigene6455;ncbigene6456;ncbigene6457;ncbigene64744;ncbigene64750;ncbigene6714;ncbigene7037;ncbigene7189;ncbigene7251;ncbigene7852;ncbigene79643;ncbigene79720;ncbigene80223;ncbigene80230;ncbigene8027;ncbigene8218;ncbigene83737;ncbigene8394;ncbigene8395;ncbigene8396;ncbigene8411;ncbigene84249;ncbigene84313;ncbigene84364;ncbigene84440;ncbigene84552;ncbigene84612;ncbigene867;ncbigene868;ncbigene8766;ncbigene8853;ncbigene89853;ncbigene9101;ncbigene9135;ncbigene9146;ncbigene9230;ncbigene92421;ncbigene93343;ncbigene9525;ncbigene9727;ncbigene9744;ncbigene9815;ncbigene9829;ncbigene9922;ncbigene998
KEGG_PANCREATIC_CANCER	M9726	ncbigene10000;ncbigene1019;ncbigene1021;ncbigene1029;ncbigene10928;ncbigene1147;ncbigene1869;ncbigene1870;ncbigene1871;ncbigene1950;ncbigene1956;ncbigene2064;ncbigene207;ncbigene208;ncbigene2277;ncbigene23533;ncbigene3551;ncbigene369;ncbigene3716;ncbigene3845;ncbigene4087;ncbigene4088;ncbigene4089;ncbigene4790;ncbigene5228;ncbigene5290;ncbigene5291;ncbigene5293;ncbigene5294;ncbigene5295;ncbigene5296;ncbigene5337;ncbigene5594;ncbigene5595;ncbigene5599;ncbigene5601;ncbigene5602;ncbigene5604;ncbigene572;ncbigene5879;ncbigene5880;ncbigene5881;ncbigene5888;ncbigene5894;ncbigene5898;ncbigene5899;ncbigene5900;ncbigene5925;ncbigene595;ncbigene5970;ncbigene598;ncbigene673;ncbigene675;ncbigene6772;ncbigene6774;ncbigene7039;ncbigene7040;ncbigene7042;ncbigene7043;ncbigene7046;ncbigene7048;ncbigene7157;ncbigene7422;ncbigene7423;ncbigene7424;ncbigene842;ncbigene8503;ncbigene8517;ncbigene9459;ncbigene998
KEGG_OTHER_GLYCAN_DEGRADATION	M17844	ncbigene10825;ncbigene129807;ncbigene175;ncbigene23324;ncbigene2517;ncbigene2519;ncbigene2720;ncbigene3073;ncbigene3074;ncbigene4123;ncbigene4125;ncbigene4126;ncbigene4758;ncbigene4759;ncbigene64772
KEGG_AUTOIMMUNE_THYROID_DISEASE	M13103	ncbigene1081;ncbigene1493;ncbigene3002;ncbigene3105;ncbigene3106;ncbigene3107;ncbigene3108;ncbigene3109;ncbigene3111;ncbigene3112;ncbigene3113;ncbigene3115;ncbigene3117;ncbigene3118;ncbigene3119;ncbigene3122;ncbigene3123;ncbigene3127;ncbigene3133;ncbigene3134;ncbigene3135;ncbigene3439;ncbigene3440;ncbigene3441;ncbigene3442;ncbigene3443;ncbigene3444;ncbigene3445;ncbigene3446;ncbigene3447;ncbigene3448;ncbigene3449;ncbigene3451;ncbigene3452;ncbigene355;ncbigene3558;ncbigene356;ncbigene3565;ncbigene3567;ncbigene3586;ncbigene5551;ncbigene7038;ncbigene7173;ncbigene7252;ncbigene7253;ncbigene940;ncbigene941;ncbigene942;ncbigene958;ncbigene959
KEGG_OXIDATIVE_PHOSPHORYLATION	M19540	ncbigene100130247;ncbigene10063;ncbigene10312;ncbigene10476;ncbigene10632;ncbigene10975;ncbigene125965;ncbigene126328;ncbigene127124;ncbigene1327;ncbigene1329;ncbigene1337;ncbigene1339;ncbigene1340;ncbigene1345;ncbigene1346;ncbigene1347;ncbigene1349;ncbigene1350;ncbigene1351;ncbigene1352;ncbigene1353;ncbigene1355;ncbigene1537;ncbigene155066;ncbigene170712;ncbigene23545;ncbigene245972;ncbigene245973;ncbigene27068;ncbigene27089;ncbigene29796;ncbigene341947;ncbigene374291;ncbigene390424;ncbigene440567;ncbigene4508;ncbigene4509;ncbigene4512;ncbigene4513;ncbigene4514;ncbigene4519;ncbigene4535;ncbigene4536;ncbigene4537;ncbigene4538;ncbigene4539;ncbigene4540;ncbigene4541;ncbigene4694;ncbigene4695;ncbigene4696;ncbigene4697;ncbigene4698;ncbigene4700;ncbigene4701;ncbigene4702;ncbigene4704;ncbigene4705;ncbigene4706;ncbigene4707;ncbigene4708;ncbigene4709;ncbigene4710;ncbigene4711;ncbigene4712;ncbigene4713;ncbigene4714;ncbigene4715;ncbigene4716;ncbigene4717;ncbigene4718;ncbigene4719;ncbigene4720;ncbigene4722;ncbigene4723;ncbigene4724;ncbigene4725;ncbigene4726;ncbigene4728;ncbigene4729;ncbigene4731;ncbigene479;ncbigene495;ncbigene496;ncbigene498;ncbigene506;ncbigene50617;ncbigene509;ncbigene513;ncbigene51382;ncbigene514;ncbigene515;ncbigene516;ncbigene51606;ncbigene517;ncbigene518;ncbigene521;ncbigene522;ncbigene523;ncbigene525;ncbigene526;ncbigene527;ncbigene528;ncbigene529;ncbigene533;ncbigene534;ncbigene535;ncbigene537;ncbigene539;ncbigene5464;ncbigene56901;ncbigene6389;ncbigene6390;ncbigene6391;ncbigene6392;ncbigene64077;ncbigene644310;ncbigene7381;ncbigene7384;ncbigene7385;ncbigene7386;ncbigene7388;ncbigene84701;ncbigene8992;ncbigene90423;ncbigene9114;ncbigene9167;ncbigene9296;ncbigene9377;ncbigene9550;ncbigene9551
KEGG_LONG_TERM_POTENTIATION	M3115	ncbigene10411;ncbigene107;ncbigene11261;ncbigene114;ncbigene1387;ncbigene163688;ncbigene2033;ncbigene23236;ncbigene27330;ncbigene2776;ncbigene2890;ncbigene2891;ncbigene2902;ncbigene2903;ncbigene2904;ncbigene2905;ncbigene2906;ncbigene2911;ncbigene2915;ncbigene3265;ncbigene369;ncbigene3708;ncbigene3709;ncbigene3710;ncbigene3845;ncbigene4659;ncbigene468;ncbigene4893;ncbigene51806;ncbigene5330;ncbigene5331;ncbigene5332;ncbigene5499;ncbigene5500;ncbigene5501;ncbigene5502;ncbigene5530;ncbigene5532;ncbigene5533;ncbigene5534;ncbigene5535;ncbigene5566;ncbigene5567;ncbigene5568;ncbigene5578;ncbigene5579;ncbigene5582;ncbigene5594;ncbigene5595;ncbigene5604;ncbigene5605;ncbigene5613;ncbigene5894;ncbigene5906;ncbigene5908;ncbigene6195;ncbigene6196;ncbigene6197;ncbigene63928;ncbigene673;ncbigene775;ncbigene801;ncbigene805;ncbigene808;ncbigene810;ncbigene814;ncbigene815;ncbigene816;ncbigene817;ncbigene818
KEGG_ALZHEIMERS_DISEASE	M16024	ncbigene100130247;ncbigene102;ncbigene1020;ncbigene10476;ncbigene10975;ncbigene11261;ncbigene125965;ncbigene1327;ncbigene1329;ncbigene1337;ncbigene1339;ncbigene1340;ncbigene1345;ncbigene1346;ncbigene1347;ncbigene1349;ncbigene1350;ncbigene1351;ncbigene1537;ncbigene163688;ncbigene170712;ncbigene2081;ncbigene22926;ncbigene23236;ncbigene23385;ncbigene23621;ncbigene25825;ncbigene2597;ncbigene27089;ncbigene2776;ncbigene2902;ncbigene2903;ncbigene2904;ncbigene2905;ncbigene2906;ncbigene2932;ncbigene29796;ncbigene3028;ncbigene317;ncbigene322;ncbigene3416;ncbigene341947;ncbigene348;ncbigene351;ncbigene355;ncbigene3553;ncbigene3708;ncbigene3709;ncbigene3710;ncbigene374291;ncbigene390424;ncbigene4023;ncbigene4035;ncbigene4137;ncbigene4311;ncbigene440567;ncbigene4508;ncbigene4509;ncbigene4512;ncbigene4513;ncbigene4514;ncbigene4519;ncbigene4694;ncbigene4695;ncbigene4696;ncbigene4697;ncbigene4698;ncbigene4700;ncbigene4701;ncbigene4702;ncbigene4704;ncbigene4705;ncbigene4706;ncbigene4707;ncbigene4708;ncbigene4709;ncbigene4710;ncbigene4711;ncbigene4712;ncbigene4713;ncbigene4714;ncbigene4715;ncbigene4716;ncbigene4717;ncbigene4718;ncbigene4719;ncbigene4720;ncbigene4722;ncbigene4723;ncbigene4724;ncbigene4725;ncbigene4726;ncbigene4728;ncbigene4729;ncbigene4731;ncbigene4842;ncbigene487;ncbigene488;ncbigene489;ncbigene498;ncbigene506;ncbigene509;ncbigene51107;ncbigene513;ncbigene514;ncbigene515;ncbigene516;ncbigene517;ncbigene518;ncbigene51806;ncbigene522;ncbigene5330;ncbigene5331;ncbigene5332;ncbigene539;ncbigene54205;ncbigene5530;ncbigene5532;ncbigene5533;ncbigene5534;ncbigene5535;ncbigene55851;ncbigene5594;ncbigene5595;ncbigene5663;ncbigene5664;ncbigene56901;ncbigene572;ncbigene6263;ncbigene637;ncbigene6389;ncbigene6390;ncbigene6391;ncbigene6392;ncbigene63928;ncbigene644310;ncbigene6622;ncbigene6868;ncbigene7124;ncbigene7132;ncbigene7381;ncbigene7384;ncbigene7385;ncbigene7386;ncbigene7388;ncbigene775;ncbigene776;ncbigene778;ncbigene779;ncbigene801;ncbigene805;ncbigene808;ncbigene810;ncbigene823;ncbigene824;ncbigene836;ncbigene840;ncbigene841;ncbigene842;ncbigene84701;ncbigene8772;ncbigene8851;ncbigene8883;ncbigene9167;ncbigene9377;ncbigene9451
