name	comparisons	concepts	mean_distance_pm	mean_distance_wn	pval
GOBP_ANOIKIS	435	30	0.4644489214648384	0.45453640870512707	0.2137058505774522
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	528	33	0.3577443580847271	0.3440094109370028	0.10221252618091989
GOBP_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS	28	8	0.35784552121256363	0.3564948062792674	0.9660651036514649
GOBP_AUTOPHAGIC_CELL_DEATH	28	8	0.43124911093512175	0.429219316631491	0.934506535559564
GOBP_ALDEHYDE_CATABOLIC_PROCESS	28	8	0.2695587472035984	0.3161910163414996	0.113169279353039
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	4560	96	0.27900718566558624	0.2875945545088968	0.0005901674275867186
GOBP_AMINE_METABOLIC_PROCESS	4005	90	0.26146480338137745	0.2715473764375694	9.695568938348146e-05
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	55	11	0.25525993844299494	0.2555130465908353	0.9921649298778945
GOBP_ANATOMICAL_STRUCTURE_MATURATION	12246	157	0.31759162745577485	0.323707579944271	8.871665317839398e-05
GOBP_ACTIN_FILAMENT_ORGANIZATION	26796	232	0.3214574662452486	0.32498274300211516	0.0017779447510075758
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	496	32	0.27636311933758895	0.2846047402447957	0.3038170397665906
GOBP_APOPTOTIC_CELL_CLEARANCE	861	42	0.3322003672925219	0.3411997664381816	0.10566548425786432
GOBP_ATRIAL_SEPTUM_DEVELOPMENT	231	22	0.3359815257533057	0.33317982307646016	0.8531311925617306
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	15	6	0.34538699523375616	0.369908544958251	0.6292066353220496
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	153	18	0.2757845451792942	0.2855067317485759	0.543361097533433
GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE	15	6	0.31011180845425884	0.32287769195052646	0.6911785276537681
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	105	15	0.3335500229225626	0.34575267645153723	0.40764177255296963
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	190	20	0.31421146824599655	0.32549306285397667	0.3727265638363255
