name	comparisons	concepts	mean_distance_pm	mean_distance_wn	pval
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS	91	14	0.29448600103071093	0.3021013381897416	0.608173103784337
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	21	7	0.2810411434373692	0.2685411725834368	0.7995529774058127
GOBP_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS	36	9	0.36101747349077423	0.37102057823564033	0.7006235146963867
GOBP_ACUTE_PHASE_RESPONSE	903	43	0.3342985015828023	0.3432215903881464	0.13873992679108824
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	4753	98	0.27895805846291194	0.28054872505805734	0.5132392904263718
GOBP_AMINO_ACID_TRANSPORT	3003	78	0.27556220241239554	0.26847983221556304	0.016721193503674684
GOBP_ANATOMICAL_STRUCTURE_MATURATION	12403	158	0.31789207354014704	0.3166992160994424	0.44013832161468136
GOBP_ASTROCYTE_DIFFERENTIATION	2556	72	0.36288678344089026	0.36540495123594036	0.3999794269740691
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	253	23	0.331633541336241	0.34256037520734844	0.24398749552848042
GOBP_APOPTOTIC_CELL_CLEARANCE	903	43	0.33115302732535296	0.3309904256129064	0.9772187267550163
GOBP_ACTIN_FILAMENT_REORGANIZATION	15	6	0.18270547408357832	0.14427726950400724	0.4899898483990882
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	15	6	0.34538699523375616	0.34722217209428075	0.9701405716705487
GOBP_ANDROGEN_METABOLIC_PROCESS	210	21	0.3517167737952454	0.33463247904611976	0.16461319537228614
GOBP_ASYMMETRIC_CELL_DIVISION	78	13	0.3736125363093578	0.38919459826235236	0.27197894598444133
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	561	34	0.3517270443130949	0.356176808307229	0.541062715292268
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	1953	63	0.33666780084890574	0.33741927553090545	0.8413667545788783
GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	28	8	0.3282900860950138	0.347444760327601	0.4268805384571064
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	210	21	0.3127937387500968	0.3314562171618955	0.10582792048768018
GOBP_ANIMAL_ORGAN_MATURATION	253	23	0.3092226148646196	0.3122690246128291	0.7980889064234015
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	276	24	0.315649500207335	0.3155448477831726	0.9896662925015598
GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT	15	6	0.252226911297712	0.24024205207695087	0.8148520850735747
GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	36	9	0.10748036205127581	0.11001482872252352	0.9393827204935633
GOBP_AMP_METABOLIC_PROCESS	91	14	0.21953588323533177	0.21469668347574306	0.7882117955782607
GOBP_ADRENAL_GLAND_DEVELOPMENT	351	27	0.35450124828865043	0.3413945036582894	0.09949334310557244
GOBP_AMINOGLYCAN_METABOLIC_PROCESS	1596	57	0.2935398777816279	0.29357349598312066	0.9941137404073392
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	55	11	0.42459587606001636	0.4420091746875919	0.23632129096068644
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING	28	8	0.4093356319326545	0.37811092022552606	0.23403581861637887
GOBP_ADHERENS_JUNCTION_ORGANIZATION	406	29	0.40464741795782844	0.39566451144496684	0.2635566386776643
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	276	24	0.363783747556791	0.3483038051531623	0.05562267710041133
GOBP_ADAPTIVE_IMMUNE_RESPONSE	64261	359	0.30303862153925637	0.3063820350612495	5.596839432900361e-06
GOBP_ALCOHOL_CATABOLIC_PROCESS	325	26	0.26380887825687366	0.2800443621546739	0.08498640990904804
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	431985	930	0.3450700191124116	0.3464708736437318	9.099803229225073e-08
GOBP_ALKALOID_METABOLIC_PROCESS	28	8	0.40133207783947356	0.37168095648715077	0.4414714875889667
GOBP_AMINE_BIOSYNTHETIC_PROCESS	496	32	0.2683688583904636	0.26763651140080646	0.9146060921857514
GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	435	30	0.28351370167505907	0.27308161475003223	0.22842998182623953
GOBP_AMIDE_TRANSPORT	21115	206	0.2881464480677369	0.29619807159043615	3.760724912784939e-13
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	3160	80	0.3044159307392167	0.3091650143657998	0.08539098091076254
GOBP_ACTIN_CROSSLINK_FORMATION	28	8	0.3294562705672064	0.31993521120871665	0.7839309088450489
GOBP_ACID_SECRETION	666	37	0.2823942245511957	0.2961519886169811	0.025907858134587597
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	14365	170	0.3010450194078654	0.302904412227418	0.1122230880785518
GOBP_AMMONIUM_ION_METABOLIC_PROCESS	136	17	0.2703622852463634	0.26430677775634015	0.6908472519562532
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	55	11	0.3359102535444432	0.3172867418100568	0.4294123432440389
